taskId,userId,title,priority,status
TASK1304,U6,Study session,High,Pending
TASK1305,U177,Prepare presentation,Medium,Pending
TASK1306,U252,Workout plan,Medium,Pending
TASK1307,U221,Prepare presentation,High,Pending
TASK1308,U4,Grocery planning,Medium,Pending
TASK1309,U211,Grocery planning,Medium,Completed
TASK1310,U128,Team meeting,High,Completed
TASK1311,U194,Code review,Medium,Pending
TASK1312,U217,Code review,High,Completed
TASK1313,U146,Grocery planning,Medium,Completed
TASK1314,U97,Project milestone,Low,Pending
TASK1315,U149,Project milestone,High,Completed
TASK1316,U232,Prepare presentation,High,Completed
TASK1317,U97,Submit assignment,Low,Pending
TASK1318,U26,Grocery planning,Low,Pending
TASK1319,U53,Prepare presentation,Medium,Pending
TASK1320,U225,Study session,Low,Pending
TASK1321,U78,Study session,Medium,Pending
TASK1322,U176,Research paper reading,Medium,Completed
TASK1323,U191,Workout plan,High,Pending
TASK1324,U170,Project milestone,Low,Pending
TASK1325,U137,Research paper reading,Low,Completed
TASK1326,U93,Code review,Medium,Completed
TASK1327,U7,Project milestone,High,Pending
TASK1328,U198,Workout plan,Low,Pending
TASK1329,U102,Workout plan,High,Pending
TASK1330,U267,Code review,Medium,Completed
TASK1331,U160,Submit assignment,Low,Pending
TASK1332,U282,Grocery planning,Low,Completed
TASK1333,U247,Prepare presentation,Low,Completed
TASK1334,U27,Code review,Low,Pending
TASK1335,U223,Submit assignment,Low,Pending
TASK1336,U142,Backend debugging,Low,Completed
TASK1337,U125,Study session,Low,Completed
TASK1338,U80,Submit assignment,Low,Pending
TASK1339,U81,Workout plan,Low,Completed
TASK1340,U31,Study session,Medium,Pending
TASK1341,U275,Project milestone,Low,Completed
TASK1342,U120,Submit assignment,High,Completed
TASK1343,U225,Code review,Low,Completed
TASK1344,U184,Team meeting,Medium,Pending
TASK1345,U249,Workout plan,High,Completed
TASK1346,U278,Workout plan,Low,Pending
TASK1347,U279,Submit assignment,Medium,Completed
TASK1348,U141,Backend debugging,High,Pending
TASK1349,U36,Grocery planning,Low,Completed
TASK1350,U152,Prepare presentation,High,Completed
TASK1351,U233,Study session,High,Completed
TASK1352,U95,Study session,High,Completed
TASK1353,U123,Submit assignment,High,Pending
TASK1354,U276,Research paper reading,Low,Completed
TASK1355,U283,Team meeting,High,Completed
TASK1356,U166,Research paper reading,High,Completed
TASK1357,U57,Project milestone,High,Pending
TASK1358,U23,Team meeting,Low,Pending
TASK1359,U104,Project milestone,Medium,Pending
TASK1360,U51,Study session,High,Completed
TASK1361,U251,Grocery planning,High,Completed
TASK1362,U26,Submit assignment,Low,Pending
TASK1363,U7,Code review,High,Completed
TASK1364,U41,Workout plan,High,Pending
TASK1365,U185,Grocery planning,High,Completed
TASK1366,U189,Study session,High,Completed
TASK1367,U271,Study session,High,Pending
TASK1368,U156,Project milestone,Low,Pending
TASK1369,U52,Code review,High,Completed
TASK1370,U98,Code review,High,Pending
TASK1371,U292,Team meeting,High,Completed
TASK1372,U55,Backend debugging,Medium,Completed
TASK1373,U219,Project milestone,Low,Pending
TASK1374,U282,Research paper reading,High,Completed
TASK1375,U81,Grocery planning,High,Completed
TASK1376,U181,Submit assignment,High,Completed
TASK1377,U191,Research paper reading,High,Completed
TASK1378,U166,Backend debugging,Low,Pending
TASK1379,U193,Grocery planning,High,Completed
TASK1380,U185,Workout plan,Medium,Completed
TASK1381,U1,Study session,Medium,Pending
TASK1382,U266,Team meeting,Medium,Pending
TASK1383,U154,Code review,Low,Completed
TASK1384,U12,Prepare presentation,High,Pending
TASK1385,U49,Study session,Medium,Completed
TASK1386,U80,Team meeting,Medium,Completed
TASK1387,U299,Code review,Low,Completed
TASK1388,U154,Project milestone,High,Completed
TASK1389,U292,Code review,High,Pending
TASK1390,U167,Workout plan,Low,Completed
TASK1391,U296,Project milestone,High,Completed
TASK1392,U20,Backend debugging,Medium,Pending
TASK1393,U29,Submit assignment,Medium,Completed
TASK1394,U214,Project milestone,Low,Pending
TASK1395,U196,Study session,Medium,Pending
TASK1396,U164,Grocery planning,High,Pending
TASK1397,U168,Grocery planning,High,Pending
TASK1398,U79,Study session,High,Completed
TASK1399,U229,Backend debugging,High,Pending
TASK1400,U114,Research paper reading,Medium,Completed
TASK1401,U76,Team meeting,Medium,Pending
TASK1402,U244,Backend debugging,High,Pending
TASK1403,U281,Research paper reading,Medium,Pending
TASK1404,U205,Grocery planning,Medium,Pending
TASK1405,U70,Workout plan,High,Pending
TASK1406,U250,Research paper reading,High,Pending
TASK1407,U288,Backend debugging,High,Pending
TASK1408,U125,Project milestone,Medium,Completed
TASK1409,U166,Backend debugging,Low,Pending
TASK1410,U212,Research paper reading,Medium,Completed
TASK1411,U98,Submit assignment,Medium,Pending
TASK1412,U157,Team meeting,Medium,Completed
TASK1413,U75,Workout plan,Low,Pending
TASK1414,U103,Submit assignment,Low,Pending
TASK1415,U58,Study session,Low,Pending
TASK1416,U148,Study session,Medium,Pending
TASK1417,U157,Workout plan,Medium,Pending
TASK1418,U170,Code review,High,Pending
TASK1419,U105,Grocery planning,High,Completed
TASK1420,U281,Workout plan,High,Pending
TASK1421,U10,Research paper reading,High,Pending
TASK1422,U131,Team meeting,Low,Completed
TASK1423,U103,Backend debugging,Medium,Pending
TASK1424,U239,Study session,Low,Completed
TASK1425,U139,Submit assignment,Low,Pending
TASK1426,U150,Research paper reading,Low,Completed
TASK1427,U261,Project milestone,Medium,Completed
TASK1428,U273,Project milestone,Low,Pending
TASK1429,U257,Workout plan,High,Pending
TASK1430,U21,Code review,High,Completed
TASK1431,U171,Workout plan,Medium,Pending
TASK1432,U10,Submit assignment,High,Completed
TASK1433,U182,Prepare presentation,Low,Completed
TASK1434,U32,Prepare presentation,Medium,Pending
TASK1435,U285,Prepare presentation,Low,Pending
TASK1436,U175,Research paper reading,High,Pending
TASK1437,U45,Research paper reading,High,Pending
TASK1438,U214,Code review,High,Pending
TASK1439,U219,Prepare presentation,High,Completed
TASK1440,U230,Grocery planning,Low,Pending
TASK1441,U71,Backend debugging,High,Pending
TASK1442,U71,Prepare presentation,High,Pending
TASK1443,U221,Team meeting,High,Pending
TASK1444,U163,Project milestone,High,Pending
TASK1445,U95,Submit assignment,Low,Pending
TASK1446,U164,Research paper reading,Medium,Completed
TASK1447,U227,Prepare presentation,Low,Pending
TASK1448,U55,Team meeting,Low,Pending
TASK1449,U137,Backend debugging,High,Pending
TASK1450,U119,Code review,High,Pending
TASK1451,U184,Project milestone,High,Completed
TASK1452,U69,Grocery planning,High,Completed
TASK1453,U192,Team meeting,Medium,Completed
TASK1454,U243,Team meeting,Low,Pending
TASK1455,U116,Study session,Medium,Pending
TASK1456,U139,Research paper reading,Low,Pending
TASK1457,U105,Project milestone,Low,Completed
TASK1458,U251,Submit assignment,Medium,Pending
TASK1459,U219,Research paper reading,Low,Completed
TASK1460,U161,Research paper reading,High,Pending
TASK1461,U267,Project milestone,Medium,Completed
TASK1462,U22,Code review,High,Completed
TASK1463,U21,Grocery planning,Medium,Pending
TASK1464,U98,Prepare presentation,Medium,Completed
TASK1465,U156,Prepare presentation,Medium,Pending
TASK1466,U217,Prepare presentation,High,Pending
TASK1467,U265,Team meeting,Medium,Completed
TASK1468,U47,Grocery planning,Low,Pending
TASK1469,U300,Grocery planning,Low,Completed
TASK1470,U212,Submit assignment,Medium,Pending
TASK1471,U92,Workout plan,High,Pending
TASK1472,U233,Project milestone,Medium,Completed
TASK1473,U84,Project milestone,Low,Pending
TASK1474,U231,Submit assignment,Low,Completed
TASK1475,U262,Backend debugging,Low,Completed
TASK1476,U282,Research paper reading,Low,Pending
TASK1477,U172,Backend debugging,High,Pending
TASK1478,U84,Team meeting,Low,Pending
TASK1479,U215,Prepare presentation,Medium,Completed
TASK1480,U148,Team meeting,Low,Pending
TASK1481,U104,Study session,High,Completed
TASK1482,U7,Workout plan,Medium,Completed
TASK1483,U279,Study session,High,Completed
TASK1484,U122,Code review,High,Completed
TASK1485,U233,Research paper reading,Medium,Pending
TASK1486,U4,Code review,High,Completed
TASK1487,U286,Code review,Low,Pending
TASK1488,U76,Study session,High,Completed
TASK1489,U19,Team meeting,Low,Completed
TASK1490,U170,Project milestone,Low,Pending
TASK1491,U214,Team meeting,Low,Completed
TASK1492,U294,Grocery planning,Low,Completed
TASK1493,U297,Submit assignment,Low,Pending
TASK1494,U154,Submit assignment,Medium,Completed
TASK1495,U35,Research paper reading,High,Pending
TASK1496,U150,Workout plan,Low,Pending
TASK1497,U141,Submit assignment,High,Completed
TASK1498,U269,Code review,High,Pending
TASK1499,U30,Project milestone,High,Pending
TASK1500,U248,Backend debugging,High,Completed
